Name of Institution,Street Address,City,ZIP Code,County,Georeference
City National Bank,425 Broadhollow Road,Melville,11747,Suffolk,POINT (-73.420111 40.777026)
City National Bank,71 Fifth Avenue,New York,10003,New York,POINT (-73.993248 40.736494)
City National Bank,440 South Park Avenue,New York,10022,New York,POINT (-73.983326 40.744498)
Cohoes City Employees Federal Credit Union,716 Hoosick Road,Troy,12180,Rensselaer,POINT (-73.645625 42.743525)
"Commerce Bank, N.A.",1879 Madison Avenue,New York,10035,New York,POINT (-73.94233 40.803511)
"Commerce Bank, N.A.",341 Ninth Avenue,New York,10001,New York,POINT (-73.998336 40.750592)
"Commerce Bank, N.A.",558 Grand Concourse,Bronx,10451,Bronx,POINT (-73.926998 40.819039)
"Commerce Bank, N.A.",909 Third Avenue,New York,10022,New York,POINT (-73.968713 40.758645)
"Commerce Bank, N.A.",201 Eleventh Avenue,New York,10004,New York,POINT (-74.006028 40.750253)
"Commerce Bank, N.A.",735 Anderson Hill Road,Purchase,10577,Westchester,POINT (-73.696401 41.038869)
"Commerce Bank, N.A.",2 Park Avenue,Yonkers,10703,Westchester,POINT (-73.892098 40.940382)
"Commerce Bank, N.A.",400East Main Street,Mt. Kisko,10549,Westchester,POINT (-73.724453 41.196659)
"Commerce Bank, N.A.",150 55th Street,Brooklyn,11220,Kings,POINT (-74.021097 40.647056)
"Commerce Bank, N.A.",300 Carleton Avenue,Central Islip,11722,Suffolk,POINT (-73.19721 40.76657)
"Commerce Bank, N.A.",3201 Kings Highway,Brooklyn,11234,Kings,POINT (-73.942529 40.618684)
"Commerce Bank, N.A.",1st Avenue & 16th Street,New York,10003,New York,POINT (-73.9816 40.732665)
"Commerce Bank, N.A.",1111 Amsterdam Avenue,New York,10025,New York,POINT (-73.961814 40.805783)
"Commerce Bank, N.A.",339 Hicks Street,Brooklyn,11201,Queens,POINT (-73.997945 40.690846)
"Commerce Bank, N.A.",428 West 59th Street,New York,10019,New York,POINT (-73.985409 40.7695)
"Commerce Bank, N.A.",441 East Fordham Road,Bronx,10458,Bronx,POINT (-73.889472 40.860774)
"Commerce Bank, N.A.",113 West 60th Street,New York,10023,New York,POINT (-73.968716 40.763268)
"Commerce Bank, N.A.",1485 Dumont Avenue,Brooklyn,11208,Kings,POINT (-73.862682 40.670933)
"Commerce Bank, N.A.",200 Hofstra University,Hempstead,11549,Nassau,POINT (-73.600411 40.717545)
"Commerce Bank, N.A.",47 Third Avenue,New York,10003,New York,POINT (-73.988931 40.730895)
"Commerce Bank, N.A.",1200 Waters Place,Bronx,10461,Bronx,POINT (-73.837036 40.852886)
"Commerce Bank, N.A.",1 White Hall Street,Staten Island,10004,New York,POINT (-74.066295 40.612872)
"Commerce Bank, N.A.",45 Melville Park Road,Melville,11747,Suffolk,POINT (-73.413201 40.776492)
"Commerce Bank, N.A.",830 Fifth Avenue,New York,10021,New York,
"Commerce Bank, N.A.",455 East Bay Drive,Long Beach,11561,Nassau,POINT (-73.652349 40.594328)
"Community Bank, N.A.",1 West Fairmount Avenue,Lakewood,14750,Chautauqua,POINT (-79.32652 42.097859)
"Community Bank, N.A.",10 Elm Street,Malone,12953,Franklin,POINT (-74.291484 44.84919)
"Community Bank, N.A.",710 West Miller Street,Newark,14513,Wayne,POINT (-77.109753 43.045345)
"Community Bank, N.A.",10490 Main Street,North Collins,14111,Erie,POINT (-78.940938 42.596154)
"Community Bank, N.A.",825 State Street,Ogdensburg,13669,St. Lawrence,POINT (-75.487492 44.691373)
"Community Bank, N.A.",240 South Hamilton Street,Painted Post,14870,Steuben,POINT (-77.106269 42.151381)
"Community Bank, N.A.",300 West Water Street,Elmira,14901,Chemung,POINT (-76.809297 42.087266)
"Community Bank, N.A.",8720 East Main Street,Clymer,14724,Chautauqua,POINT (-79.628962 42.020822)
"Community Bank, N.A.",One Clifton Plaza Route 96,Clifton Springs,14432,Ontario,
"Community Bank, N.A.",1334 Route 96,Phelps,14532,Ontario,POINT (-77.047077 42.954155)
"Community Bank, N.A.",189 Main Street,Dansville,14437,Livingston,POINT (-77.695905 42.560947)
"Community Bank, N.A.",7605 State Street,Lowville,13367,Lewis,POINT (-75.48048 43.787655)
"Community Bank, N.A.",525 East Main Street,Palmyra,14522,Wayne,POINT (-77.223981 43.063318)
"Community Bank, N.A.",7 North Main Street,Portville,14770,Cattaraugus,POINT (-78.340941 42.039033)
"Community Bank, N.A.",228 Central Avenue,Silver Creek,14136,Chautauqua,POINT (-79.166462 42.54423)
"Community Bank, N.A.",401 North Franklin Street,Watkins Glen,14891,Schuyler,POINT (-76.873378 42.380414)
"Community Bank, N.A.",113 North Main Street,Wellsville,14895,Allegany,POINT (-77.947647 42.121645)
"Community Bank, N.A.",Route 16 & Westover Avenue,Yorkshire,14173,Cattaraugus,POINT (-78.478571 42.529002)
"Community Bank, N.A.",23 Riverside Drive,Johnson City,13790,Broome,POINT (-75.949676 42.098262)
"Community Bank, N.A.",124 Delaware Street,Walton,13856,Delaware,POINT (-75.129487 42.168033)
"Community Bank, N.A.",235 Cascade Drive,Springville,14141,Erie,POINT (-78.689528 42.502711)
"Community Bank, N.A.",8 Liberty Street,Bath,14810,Steuben,POINT (-77.318393 42.333899)
"Community Bank, N.A.",21 West Main Street,Cuba,14727,Allegany,POINT (-78.276477 42.216997)
"Community Bank, N.A.",3909 Vineyard Drive,Dunkirk,14048,Chautauqua,POINT (-79.315321 42.458821)
"Community Bank, N.A.",25 South Main Street,Jamestown,14701,Chautauqua,POINT (-79.238147 42.092523)
"Community Bank, N.A.",23 Commercial Street,Livonia,14487,Livingston,POINT (-77.668843 42.820895)
"Community Bank, N.A.",46 Main Street,Mt. Morris,14510,Livingston,POINT (-77.874149 42.725771)
"Community Bank, N.A.",109 South Main Street,Naples,14512,Ontario,POINT (-77.402791 42.61487)
"Community Bank, N.A.",272 Lake Street,Penn Yan,14527,Yates,POINT (-77.060612 42.65193)
"Community Bank, N.A.",103 Main Street,Salamanca,14779,Cattaraugus,POINT (-78.714936 42.158475)
"Community Bank, N.A.",434 Chestnut Street,Oneonta,13820,Otsego,POINT (-75.095755 42.455436)
"Community Bank, N.A.",750-1 East Main Street,Cobleskill,12043,Schoharie,POINT (-74.475569 42.679661)
"Community Bank, N.A.",4141 State Highway 28,Boiceville,12412,Ulster,POINT (-74.268053 42.009281)
"Community Bank, N.A.",5378 State Highway 28,Cooperstown,13326,Otsego,POINT (-74.937448 42.687488)
"Community Bank, N.A.",4837 State Highway 23,Norwich,13815,Chenango,POINT (-75.508456 42.539907)
"Community Bank, N.A.",19 Union Street,Sidney,13838,Delaware,POINT (-75.394618 42.312189)
"Community Bank, N.A.",41 Harden Boulevard,Camden,13316,Oneida,POINT (-75.743576 43.32745)
"Community Bank, N.A.",102 South Petersboro Street,Canastota,13032,Madison,POINT (-75.751259 43.079199)
"Community Bank, N.A.",585 Main Street,Oneida,13421,Madison,POINT (-75.642721 43.07991)
"Community Bank, N.A.",48 Albany Street,Cazenovia,13035,Madison,POINT (-75.85441 42.929719)
"Community Bank, N.A.",35 Broad Street,Hamilton,13346,Madison,POINT (-75.542431 42.824203)
"Community Bank, N.A.",70 Fall Street,Seneca Falls,13148,Seneca,POINT (-76.79741 42.9104)
"Community Bank, N.A.",2 West Main Street,Waterloo,13165,Seneca,POINT (-76.863179 42.90465)
"Community Bank, N.A.",216 Washington Street,Watertown,13601,Jefferson,POINT (-75.911025 43.973627)
"Community Bank, N.A.",84 Bridge Street,West Carthage,13619,Jefferson,POINT (-75.621335 43.968998)
"Community Bank, N.A.",3140 West State Road,Allegany,14760,Cattaraugus,POINT (-78.472642 42.077195)
"Community Bank, N.A.",45-49 Court Street,Canton,13617,St. Lawrence,POINT (-75.169572 44.59793)
"Community Bank, N.A.",80 Main Street,Canton,13617,St. Lawrence,POINT (-75.170021 44.595582)
"Community Bank, N.A.",150 West Market Street,Corning,14830,Steuben,POINT (-77.060244 42.144446)
"Community Bank, N.A.",Hamilton Street,Geneva,14456,Ontario,
"Community Bank, N.A.",100 Main Street,Gouverneur,13642,St. Lawrence,POINT (-75.446506 44.310062)
"Community Bank, N.A.",41 East River Road,Nichols,13812,Tioga,POINT (-76.366326 42.02181)
"Community Bank, N.A.",500 Delaware Avenue,Olean,14760,Cattaraugus,POINT (-78.419693 42.084194)
"Community Bank, N.A.",151 Main Street,Penn Yan,14527,Yates,POINT (-77.054419 42.662166)
"Community Bank, N.A.",64-70 Market Street,Potsdam,13676,St. Lawrence,POINT (-74.986859 44.671363)
"Community Bank, N.A.",4854 North Jefferson Street,Pulaski,13142,Oswego,POINT (-76.127178 43.5673)
"Community Bank, N.A.",39 North Main Street,Alfred,14802,Allegany,POINT (-77.790169 42.255259)
"Community Bank, N.A.",28499 NYS Route 3,Black River,13612,Jefferson,
"Community Bank, N.A.",1982 East Main Street,Falconer,14733,Chautauqua,
"Community Bank, N.A.",13187 State Route 12,Boonville,13309,Oneida,POINT (-75.317823 43.476759)
"Community Bank, N.A.",2516 West Main Street,Cato,13033,Cayuga,POINT (-76.573911 43.16794)
"Community Bank, N.A.",8036 Route 60,Cassadaga,14718,Chautauqua,POINT (-79.311451 42.351232)
"Community Bank, N.A.",9 Margaret Street,Plattaburgh,12901,Clinton,POINT (-73.442949 44.717696)
"Community Bank, N.A.",864 State Route 11,Champlain,12919,Clinton,POINT (-73.444166 44.978362)
"Community Bank, N.A.",117 Montcalm Street,Ticonderoga,12883,Essex,POINT (-73.423929 43.848777)
"Community Bank, N.A.",567 Columbia Turnpike (US 9),East Greenbush,12061,Rensselaer,POINT (-73.714898 42.603219)
"Community Bank, N.A.",15299 State Highway 30,Downsville,13755,Delaware,POINT (-74.992882 42.077822)
"Community Bank, N.A.",SUNY Oneonta,Oneonta,13820,Otsego,
"Community Bank, N.A.",Hartwick College,Oneonta,13820,Otsego,
"Community Bank, N.A.",11 Tuscarora Street,Addison,14801,Steuben,POINT (-77.235335 42.104322)
"Community Bank, N.A.",380 Main Street,Bolivar,14715,Allegany,POINT (-78.146557 42.093929)
"Community Bank, N.A.",5821 Bridge Street,East Syracuse,13057,Onondaga,POINT (-76.068856 43.052955)
"Community Bank, N.A.",14216 State Street,Harrisville,13648,Lewis,POINT (-75.315417 44.148714)
"Community Bank, N.A.",5 Clark Street,Orchard Park,14127,Erie,POINT (-78.743448 42.764907)
"Community Bank, N.A.",122 Main Street,Randolph,14772,Cattaraugus,POINT (-78.976291 42.161929)
"Community Bank, N.A.",Hewitt Student Union SUNY Oswego,Oswego,13126,Oswego,
"Community Bank, N.A.",4091 State Highway 3,Star Lake,12980,Franklin,POINT (-75.041619 44.16249)
"Community Bank, N.A.",44 West Main Street,Fillmore,14735,Allegany,POINT (-78.113371 42.465954)
"Community Bank, N.A.","4987 State Highway 23, Suite 3",Oneonta,13820,Otsego,POINT (-75.047635 42.448324)
"Community Bank, N.A.",8013 State Route 31,Bridgeport,13030,Onondaga,POINT (-75.972446 43.154612)
"Community Bank, N.A.",659 South Main Street,Canandaigua,14424,Ontario,POINT (-77.272264 42.876054)
"Community Bank, N.A.",85 Sherwood Road,Delhi,13753,Delaware,POINT (-74.924559 42.26556)
"Community Bank, N.A.",Morrisville State College,Morrisville,13408,Madison,
"Community Bank, N.A.",7812 Turin Road,Rome,13440,Oneida,POINT (-75.455477 43.239921)
"Community Bank, N.A.",2 Coulter Road,Clifton Springs,14432,Albany,POINT (-77.139252 42.960473)
"Community Bank, N.A.",782 Troy Schenectady Road,Latham,12110,Albany,POINT (-73.782091 42.758247)
"Community Bank, N.A.",6321 NYS Route 30,Indian Lake,12842,Hamilton,
"Community Bank, N.A.",24 North Buffalo Street,Springville,14141,Erie,POINT (-78.66721 42.509326)
"Community Bank, N.A.",197 Delaware Avenue,Delmar,12054,Albany,POINT (-73.814242 42.628757)
"Community Bank, N.A.",1573 Route 458,Saint Regis Falls,12980,Franklin,POINT (-74.545404 44.67298)
"Community Bank, N.A.",1471 East State Road,Olean,14760,Cattaraugus,POINT (-78.403203 42.072911)
"Community Bank, N.A.",4781 Rt 30,Amsterdam,12010,Montogomery,POINT (-74.188169 42.975628)
"Community Bank, N.A.",211 Erie Blvd,Canajoharie,13317,Montogomery,POINT (-74.582625 42.905131)
"Community Bank, N.A.","311 North Comrie Ave, Route 30A",Johnstown,12095,Fulton,
"Community Bank, N.A.",3748 County Route 14,Madrid,13660,St. Lawrence,POINT (-75.132657 44.748164)
"Community Bank, N.A.",1608 Main Street,Woodhull,14898,Steuben,POINT (-77.409242 42.079772)
"Community Bank, N.A.",1 Main Street,Waddington,13694,St. Lawrence,POINT (-75.204537 44.865489)
"Community Bank, N.A.",41 May Rd,Potsdam,13676,St. Lawrence,POINT (-74.982985 44.685575)
"Community Bank, N.A.",101 Main St.,Boonville,13309,Oneida,POINT (-75.334753 43.483953)
"Community Bank, N.A.",29 Main St,Arkport,14807,Steuben,POINT (-77.696566 42.393262)
"Community Bank, N.A.",70 East Main Street,Westfield,14787,Chautauqua,POINT (-79.576376 42.323155)
"Community Bank, N.A.",5 SENECA STREET,GENEVA,14456,Ontario,POINT (-76.982374 42.866678)
"Community Bank, N.A.",CPO Box 502 / P.O. Box 128,Houghton,14744,Allegany,
"Community Bank, N.A.",7395 Turin Road,Lowville,13367,Lewis,POINT (-75.486494 43.779298)
"Community Bank, N.A.",121 Main Street,Massena,13662,St. Lawrence,POINT (-74.892144 44.929073)
"Community Bank, N.A.",320 Ford Street,Ogdensburg,13669,St. Lawrence,POINT (-75.492292 44.69778)
"Community Bank, N.A.",3102 State Route 28,Old Forge,13420,Herkimer,POINT (-74.97172 43.71138)
"Community Bank, N.A.",1 East Genesee Street,Skaneateles,13152,Onondaga,POINT (-76.428971 42.945814)
"Community Bank, N.A.",1125 Arsenal Street,Watertown,13601,Jefferson,POINT (-75.939853 43.976869)
"Community Bank, N.A.",125 Main Street,Sherman,14781,Chautauqua,POINT (-79.595818 42.159345)
"Community Bank, N.A.",331 West Pulteney Street,North Corning,14830,Steuben,POINT (-77.074535 42.152483)
"Community Bank, N.A.",12 Upper College Drive,Alfred,14802,Allegany,POINT (-77.802802 42.254018)
"Community Bank, N.A.",245 Main Street,Oneonta,13820,Otsego,POINT (-75.060955 42.454741)
"Community Bank, N.A.",468 Route 3,Plattsburgh,12901,Clinton,
"Community Bank, N.A.",182 Main Street,Oneida,13421,Madison,POINT (-75.651395 43.094182)
"Community Bank, N.A.",100 East First Street,Oswego,13126,Oswego,POINT (-76.507542 43.457327)
"Community Bank, N.A.",Thomson Mall,Alexandria Bay,13607,Jefferson,
"Community Bank, N.A.",3 Park Place,Hammondsport,14840,Steuben,POINT (-77.222731 42.409673)
"Community Bank, N.A.",343 Church Street,Hannibal,13074,Oswego,POINT (-76.578839 43.321069)
"Community Bank, N.A.",7193 Main Street,Ovid,14521,Seneca,POINT (-76.822872 42.676094)
"Community Bank, N.A.",50 West Main Street,Owego,13827,Tioga,POINT (-76.271509 42.09921)
"Community Bank, N.A.",68 Genesee Street,Avon,14414,Livingston,POINT (-77.746463 42.91112)
"Community Bank, N.A.",4218 Lakeville Road,Geneseo,14454,Livingston,POINT (-77.791452 42.796429)
"Community Bank, N.A.",100 Church Street,Newark,14513,Wayne,POINT (-77.094006 43.044684)
"Community Bank, N.A.",1 South First Street,Fulton,13069,Oswego,POINT (-76.417676 43.324754)
"Community Bank, N.A.",178 East Main Street,Chateaugay,12920,Franklin,POINT (-74.078769 44.926566)
"Community Bank, N.A.",11 Schuyler Street,Belmont,14813,Allegany,POINT (-78.033949 42.223186)
"Community Bank, N.A.",8503 Main Street,Williamsville,14221,Erie,POINT (-78.677097 42.965058)
"Community Bank, N.A.",One Steuben Square,"Hornell, NY",14843,Steuben,
"Community Bank, N.A.",2490 N. Main Street,Warsaw,14569,Wyoming,
"Community Bank, N.A.",475 N. Highland  Ave,"Wellsville, NY",14895,Allegany,POINT (-77.964561 42.126662)
"Community Bank, N.A.",1 Saxon Dr,Alfred,14803,Allegany,POINT (-77.790408 42.253956)
"Community Bank, N.A.",411 Canisteo Street,Hornell,14843,Steuben,POINT (-77.660054 42.314326)
"Community Bank, N.A.",36 West Dyke Street,Wellsville,14895,Allegany,POINT (-77.941787 42.116412)
"Community Bank, N.A.",92 Main St.,Whitehall,12887,Washington,POINT (-73.401905 43.555847)
"Community Bank, N.A.",19 Corporate Woods Dr,East Syracuse,12211,Albany,POINT (-73.764251 42.680414)
"Community Bank, N.A.",132 Main St.,Morris,13808,Otsego,POINT (-75.245313 42.548656)
"Community Bank, N.A.",314 S. Manning Blv,Albany,12208,Albany,POINT (-73.806302 42.654402)
"Community Bank, N.A.",51 South Pearl Street,Albany,12207,Albany,POINT (-73.753867 42.648041)
"Community Bank, N.A.",345 Central Avenue,Dunkirk,14048,Chautauqua,POINT (-79.334521 42.483384)
"Community Bank, N.A.",205 State Street,Clayton,13624,Jefferson,POINT (-76.079736 44.237397)
"Community Bank, N.A.",5 Depot Square,Chatham,12037,Columbia,POINT (-73.597728 42.362038)
"Community Bank, N.A.",96 Union Turnpike (NY Route 66),Greenport,12534,Columbia,
"Community Bank, N.A.",830 County Route 64,Elmira,14903,Chemung,
"Community Bank, N.A.",1199 Main Street,Long Lake,12847,Hamilton,POINT (-74.420394 43.972284)
"Community Bank, N.A.",5966-5968  State Route 31,Cicero,13039,Onondaga,POINT (-76.10679 43.176005)
"Community Bank, N.A.",588 Lake Flower Avenue,Saranac Lake,12983,Franklin,POINT (-74.116141 44.312295)
"Community Bank, N.A.",75 Park Street,Tupper Lake,12986,Franklin,POINT (-74.465585 44.222913)
"Community Bank, N.A.",26 East Main Street,Clifton Springs,14432,Ontario,POINT (-77.136558 42.96146)
"Community Bank, N.A.",105 Main Street,Moravia,13118,Tompkins,POINT (-76.421392 42.711063)
"Community Bank, N.A.",5238 West Seneca Street,Vernon,13476,Oneida,POINT (-75.540676 43.079135)
"Community Bank, N.A.",4675 State Route 233,Westmoreland,13490,Oneida,
"Community Bank, N.A.",519 Genesee Street,Chittenango,13037,Madison,POINT (-75.866031 43.053587)
"Community Bank, N.A.",160 BROOKS ROAD,ROME,13441,Oneida,POINT (-75.417882 43.222654)
"Community Bank, N.A.",26 East Church Street,Adams,13605,Jefferson,POINT (-76.021703 43.809276)
"Community Bank, N.A.",76 West Main Street,Gowanda,14070,Cattaraugus,POINT (-78.93778 42.462696)
"Community Bank, N.A.",2967 Route 9,Valatie,12184,Columbia,POINT (-73.675618 42.493714)
"Community Bank, N.A.",201 North Union Street,Olean,14760,Cattaraugus,POINT (-78.429929 42.079741)
"Community Bank, N.A.",13 Park Square,Franklinville,14737,Cattaraugus,POINT (-78.457508 42.337688)
"Community Bank, N.A.",320 West Main Street,Malone,12953,Franklin,POINT (-74.298404 44.848666)
"Community Bank, N.A.",46 Broadway,Saranac Lake,12983,Franklin,POINT (-74.132167 44.328194)
"Community Bank, N.A.",14230 Route 9N,Ausable,12912,Essex,
"Community Bank, N.A.",2166 SANARAC AVENUE,LAKE PLACID,12946,Essex,POINT (-73.995465 44.294168)
"Community Bank, N.A.",4116 Center Street,Lyons Falls,13368,Lewis,POINT (-75.363455 43.619711)
"Community Bank, N.A.",244 Main Street,North Creek,12853,Warren,POINT (-73.985877 43.698727)
Compass Federal Credit Union,Lake Road North,Oswego,13126,Oswego,
Compass Federal Credit Union,300 West First Street,Oswego,13126,Oswego,POINT (-76.50892 43.452392)
ConnectOne Bank,567 North Broadway,White Plains,10603,Westchester,POINT (-73.769936 41.052698)
ConnectOne Bank,715 Route 304,Bardonia,10954,Rockland,POINT (-73.99306 41.120118)
ConnectOne Bank,485 SCHUTT ROAD,MIDDLETOWN,10940,Orange,
ConnectOne Bank,170 E. Erie Street,Blauvelt,10913,Rockland,POINT (-73.94967 41.063687)
Cooperative Federal,516 Burt Street,Syracuse,13202,Onondaga,POINT (-76.142517 43.038465)
Cooperative Federal,800 North Salina Street,Syracuse,13208,Onondaga,POINT (-76.154178 43.06185)
Cooperative Federal,723 Westcott Street,Syracuse,13210,Onondaga,POINT (-76.119066 43.038311)
Cooperative Federal,401 South Avenue,Syracuse,13204,Onondaga,POINT (-76.158882 43.034706)
Core Federal Credit Union,651 Centerville Place,North Syracuse,13212,Onondaga,POINT (-76.127287 43.135988)
Core Federal Credit Union,7200 Kirkville Road,East Syracuse,13057,Onondaga,POINT (-76.025623 43.080082)
Cornerstone Community FCU,5 State Street,Middleport,14105,Niagara,POINT (-78.476161 43.212477)
Cornerstone Community FCU,55 Stevens Street,Lockport,14094,Niagara,POINT (-78.703902 43.164337)
Cornerstone Community FCU,107 Main Street,North Tonawanda,14120,Niagara,POINT (-78.876824 43.024869)
Cornerstone Community FCU,6485 South Transit Road,Lockport,14094,Niagara,POINT (-78.696883 43.114447)
Cornerstone Community FCU,4255 Witmer Road,Niagara Falls,14305,Niagara,POINT (-79.012279 43.129982)
Cornerstone Community FCU,315 Stahl Rd,Getzville,14068,Erie,POINT (-78.768087 43.015087)
Corning Federal Credit Union,101 John Roemmelt Drive,Horseheads,14845,Chemung,POINT (-76.857093 42.16266)
Corning Federal Credit Union,64 West Market Street,Corning,14830,Steuben,POINT (-77.057142 42.143891)
Corning Federal Credit Union,84 Canal Street,Big Flats,14814,Chemung,POINT (-76.936691 42.14056)
Corning Federal Credit Union,1100 Clemens Center Parkway,Elmira,14901,Chemung,POINT (-76.810836 42.105408)
Corning Federal Credit Union,One Credit Union Plaza,Corning,14830,Steuben,
Corning Federal Credit Union,253 South Hamilton Street,Painted Post,14870,Steuben,POINT (-77.10679 42.150732)
Cross County Federal Savings Bank,60-20 Fresh Pond Road,Maspeth,11378,Queens,POINT (-73.901667 40.716437)
Cross County Federal Savings Bank,80-10 Eliot Avenue,Middle Village,11379,Queens,POINT (-73.878993 40.725105)
Cross County Federal Savings Bank,731 Metropolitan Avenue,Brooklyn,11211,Kings,POINT (-73.944676 40.714498)
Cross County Federal Savings Bank,791 Morris Park Avenue,Bronx,10462,Bronx,POINT (-73.862848 40.845902)
Cross County Federal Savings Bank,455 Beach 129th Street,Belle Harbor,11694,Queens,POINT (-73.849931 40.579318)
Cross County Federal Savings Bank,79-21 Metropolitan Avenue,Middle Village,11379,Queens,POINT (-73.873305 40.713247)
Cross River Bank,2365 Nostrand Ave,Brooklyn,11210,Kings,POINT (-73.946926 40.627033)
Dannemora Federal Credit Union,50 State Road,Dannemora,12929,Clinton,POINT (-74.283745 44.84102)
Dannemora Federal Credit Union,10 Elm Street,Champlain,12919,Clinton,POINT (-73.427939 44.983031)
Dannemora Federal Credit Union,122 New York Road,Plattsburgh,12903,Clinton,POINT (-73.451029 44.677599)
Dannemora Federal Credit Union,344 Tom Miller Road,Plattsburgh,12901,Clinton,POINT (-73.510352 44.705404)
"Delaware National Bank of Delhi, The",121 Main Street,Delhi,13753,Delaware,POINT (-74.915753 42.278216)
"Delaware National Bank of Delhi, The",42568 State Highway 28,Margaretville,12455,Delaware,POINT (-74.633365 42.146269)
"Delaware National Bank of Delhi, The",2503 Prosser Hollow Road,West Davenport,13860,Delaware,POINT (-74.963854 42.437708)
"Delaware National Bank of Delhi, The",1058 Main Street,Hobart,13788,Delaware,POINT (-74.665592 42.377357)
"Delaware National Bank of Delhi, The",124 Main St,Delhi,13753,Delaware,POINT (-74.916107 42.277946)
Delta Employees Credit Union,"LGA Airport, Delta Concourse",Queens,11371,Queens,
Delta Employees Credit Union,JFK Terminal 3,Jamaica,11430,Queens,
Dime Community Bank,1545 86th Street,Brooklyn,11228,Kings,POINT (-74.008315 40.610684)
Dime Community Bank,1775 Merrick Avenue,Merrick,11566,Nassau,POINT (-73.556896 40.67521)
Dime Community Bank,2412 Jerusalem Avenue,Bellmore,11710,Nassau,POINT (-73.543444 40.691124)
Dime Community Bank,243 Windmill Lane,Southampton,11969,Suffolk,POINT (-72.393293 40.890078)
Dime Community Bank,218 Front Street,Greenport,11944,Suffolk,POINT (-72.362647 41.101735)
Dime Community Bank,75-23 37th Avenue,Jackson Heights,11372,Queens,POINT (-73.890187 40.749128)
Dime Community Bank,2172 Coyle Street,Brooklyn,11229,Kings,POINT (-73.936844 40.599358)
Dime Community Bank,1931 Turnbull Avenue,Bronx,10473,Bronx,POINT (-73.857553 40.822901)
Dime Community Bank,2200 Montauk Highway,Bridgehampton,11932,Suffolk,POINT (-72.311606 40.933704)
Dime Community Bank,176-47 Union Turnpike,Flushing,11366,Queens,POINT (-73.78987 40.726298)
Dime Community Bank,61-38 Springfield Boulevard,Bayside,11364,Queens,POINT (-73.756127 40.747979)
Dime Community Bank,1902 Kings Highway,Brooklyn,11229,Kings,POINT (-73.954585 40.61031)
Dime Community Bank,253-15 Union Turnpike,Glen Oaks,11004,Queens,POINT (-73.71714 40.744353)
Dime Community Bank,175 West Merrick Road,Valley Stream,11580,Nassau,POINT (-73.703999 40.666485)
Dime Community Bank,188 Montague Street,Brooklyn,11201,Queens,POINT (-73.991424 40.694014)
Dime Community Bank,2 Bay Street,Sag Harbor,11963,Suffolk,POINT (-72.29456 41.00203)
Dime Community Bank,48 East Montauk Highway,Hampton Bays,11946,Suffolk,POINT (-72.520327 40.879158)
Dime Community Bank,3 The Plaza,Montauk,11954,Suffolk,POINT (-71.944842 41.035024)
Dime Community Bank,194 Mill Road,Westhampton Beach,11978,Suffolk,POINT (-72.64732 40.814826)
Dime Community Bank,814 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.953324 40.72823)
Dime Community Bank,45-14 46th Street,Long Island City,11104,Queens,POINT (-73.918846 40.742598)
Dime Community Bank,59-23 Main Street,Flushing,11355,Queens,POINT (-73.825507 40.743243)
Dime Community Bank,24-44 Francis Lewis Boulevard,Whitestone,11357,Queens,POINT (-73.798411 40.774957)
Dime Community Bank,5003 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99285 40.634316)
Dime Community Bank,54970 Main Road,Southold,11971,Suffolk,POINT (-72.424867 41.065619)
Dime Community Bank,333 Merrick Road,Rockville Centre,11570,Nassau,POINT (-73.643259 40.655938)
Dime Community Bank,400 BROADHOLLOW ROAD,MELVILLE,11747,Suffolk,POINT (-73.41973 40.778519)
Dime Community Bank,2401 Jericho Turnpike,Garden City,11040,Nassau,POINT (-73.659822 40.742621)
Dime Community Bank,630 Montauk Highway,Shirley,11967,Suffolk,POINT (-72.87546 40.800506)
Dime Community Bank,410 Commack Road,Deer Park,11729,Suffolk,POINT (-73.312928 40.761304)
Dime Community Bank,8520 4TH AVENUE,BROOKLYN,11209,Kings,POINT (-74.028262 40.623022)
Dime Community Bank,4155 Veterans Memorial Highway,Ronkonkoma,11779,Suffolk,POINT (-73.099704 40.782671)
Dime Community Bank,3121 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.640356 40.63606)
Dime Community Bank,43-01 Bell Boulevard,Bayside,11361,Queens,POINT (-73.769879 40.761286)
Dime Community Bank,8 GINGERBREAD LANE,EAST HAMPTON,11937,Suffolk,POINT (-72.195889 40.962969)
Dime Community Bank,41 East Main Street,Patchogue,11772,Suffolk,POINT (-73.014113 40.765671)
Dime Community Bank,432 Central Avenue,Cedarhurst,11516,Nassau,POINT (-73.725874 40.620168)
Dime Community Bank,8191 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.469109 40.815842)
Dime Community Bank,75 Route 25 A,Rocky Point,11778,Suffolk,POINT (-72.960034 40.945063)
Dime Community Bank,180 East Main Street,Smithtown,11787,Suffolk,POINT (-73.186729 40.856158)
Dime Community Bank,380 East Main Street,Bayshore,11706,Suffolk,POINT (-73.235666 40.726442)
Dime Community Bank,21 North Ferry Road,Shelter Island,11964,Suffolk,POINT (-72.334967 41.067889)
Dime Community Bank,898 Veterans Memorial Highway,Hauppauge,11788,Suffolk,POINT (-73.201697 40.819677)
